85895,77465,21623
98780,1592,29129
77850,87224,13623
42139,12624,11595
54291,11639,66330
65432,73398,79249
57026,28062,61996
81685,71155,76631
83702,31616,7204
7875,321,39867
60500,14381,96877
71446,60371,54611
67017,39163,77813
4022,49991,40733
28325,40284,15921
84038,43027,57740
4292,60165,42266
20812,12701,15863
20574,76289,52634
35219,47274,49491
50219,52343,36511
2273,18881,47603
61544,75930,74902
42759,80707,34015
99635,73477,4829
21446,79246,2627
73406,34960,44183
12833,24944,11749
31421,54915,21012
65205,60446,49618
3390,39928,1764
52220,26498,85136
97621,15910,43255
95663,86994,91995
19685,83328,79539
9098,82677,86126
241,94205,45023
17107,92253,65074
13504,94455,69630
3773,38761,76161
74356,47523,61914
70213,28617,26448
12229,79676,19166
73694,5393,22898
87078,5995,33472
95682,74190,60388
58751,94367,43865
3050,65578,27683
15205,40406,60855
18944,38665,41586
76765,48060,79743
69342,33216,40999
43882,47578,84679
70390,67995,15344
61806,48989,65677
16313,35334,43510
57842,357,74281
2182,57422,9703
45732,19006,35190
40353,46158,71738
48503,3054,58452
90799,10725,14203
71614,91335,56752
71893,66346,30593
79924,76070,77199
14193,83741,33832
65977,46133,84382
14615,40088,3138
88756,37812,89551
70646,49407,53773
96390,38256,99471
23728,46821,51223
5398,84536,89639
12715,45180,59037
80817,41580,48611
14873,14677,1500
91895,95830,4234
20280,60730,25843
58051,30101,17714
81771,36931,49420
86023,25957,22378
40580,91545,1354
9226,60703,59909
2925,49226,50999
8634,20160,30543
5940,93390,82263
22746,30844,92273
54073,48447,37241
44077,15524,44545
69855,92682,87874
39219,88519,46429
37482,19268,619
1214,23210,77865
14368,31351,51217
79873,46248,50917
44587,32819,5000
38443,22766,11776
3717,92926,53913
18563,36666,12940
22206,38990,18045
35776,83812,42848
81468,78662,75930
9475,55976,31965
39483,81907,73751
60425,43084,54994
63963,50419,53289
62166,69900,48162
4814,54417,28924
47002,62054,61419
15310,82496,71682
92743,57354,21077
68073,18859,82029
37325,96142,22604
19726,50379,17288
51782,7759,43007
16414,41100,61698
79919,4609,29548
68389,14164,31364
39496,81766,62573
71086,31903,42980
10677,15135,23221
78638,92911,87054
72786,66482,80876
54894,92720,65811
97770,60348,27832
42545,84474,35478
21882,35739,47153
69391,64070,6453
69430,623,70059
31419,27294,97182
33700,86507,81728
92062,16188,49378
11130,19971,5006
9031,54762,99370
25058,15424,48469
7701,1282,86297
36586,55716,59419
56533,45516,45558
89973,27182,69205
75035,41337,72566
54504,22625,19374
67822,74681,86461
11759,23843,27243
99942,64906,25657
58751,8526,47223
34479,62525,32511
87303,7066,75696
82941,84597,93442
96285,79051,76620
38598,86024,51659
72727,8388,36964
22130,95105,43064
76511,41014,25395
45652,43012,52262
7677,80100,63536
48217,66410,88671
65725,44758,73998
62436,29363,15199
36001,81567,42339
13797,43469,22090
45958,15839,88647
36923,880,29825
21230,15886,56518
59691,82935,11476
81392,30584,45260
54744,92004,42381
62521,43781,74309
90942,64710,51826
10236,40494,53966
3865,26072,42200
37875,10878,58465
64541,47637,74534
18041,76887,73201
25623,86652,52314
47838,31866,57874
80127,48967,9650
29503,84729,86650
35742,47514,76534
50853,45170,83856
11203,16662,39929
71646,10984,48891
26,74393,73425
61664,54577,5371
45866,41945,55564
95887,22064,82842
72327,32049,27122
19774,89563,28840
94780,55247,95512
98881,17380,63652
16888,56689,12685
11639,21086,4218
16675,20626,19173
91327,79819,51883
71317,77500,32705
60364,2802,25908
50796,47818,67736
95280,7228,38134
60434,11708,65422
95880,33410,74857
52943,42604,75511
99320,35968,82767
74361,890,6081
2982,1468,93499
12658,33013,34789
69699,53941,66400
67772,45690,46044
1616,42715,81038
53738,33552,13455
62785,67693,19360
58203,25450,3291
57273,96688,51179
29607,16041,74571
63860,243,855
28577,63914,31073
69449,15415,89151
94267,82260,58641
68660,84264,8091
8069,88412,37614
18430,40069,94888
81574,54855,90958
25878,60802,90419
86543,170,28171
68556,87101,86121
36360,43485,82642
63141,84501,30952
50774,12331,94587
36164,86159,41519
71976,54019,3173
68980,21472,48360
40723,99003,90849
73580,77927,26157
360,84095,45584
31897,84138,89294
41254,2919,47360
98663,31905,22611
27443,41015,11839
31620,16199,61232
5419,25480,37706
67377,32677,72899
35925,22859,69369
41387,76905,75168
20808,92146,87948
90159,43626,93610
39450,1665,12983
75808,80145,61156
60059,46604,16457
31967,50642,32882
7495,87690,30511
53290,87531,70403
28130,64725,87392
11505,83215,3099
7128,90505,1035
5141,95033,86744
81878,13712,801
96693,28255,4561
78191,84100,16453
13637,10467,34017
95984,55247,44534
62697,67160,9420
43295,42916,10723
54006,94638,92392
7626,98098,30724
96589,35762,97800
75004,50434,40611
55319,68544,61409
81317,44469,87731
8234,77913,98205
78553,8386,37732
91492,19940,16567
71144,11293,15175
52512,82467,39536
41450,69584,35150
1830,48624,85593
64769,60918,34091
47976,90621,16397
41101,61704,2076
9703,91114,62549
32522,9190,33569
21852,17961,44955
74235,5704,41356
12492,78530,22677
69172,64470,94460
98147,4241,46138
37919,99833,13211
77011,68429,90452
34303,89051,66614
94315,19948,76648
84591,75570,93143
59677,31143,17358
89179,26192,58969
4804,64749,34582
85681,10642,23772
99615,5429,57913
48484,44257,87509
77927,42138,49044
71164,80618,52650
43194,95387,28589
88774,79335,26426
99593,35923,12164
99928,97891,48728
62796,68974,29411
96645,86680,79599
84606,96090,71851
51601,56278,4458
35529,50320,31242
71845,73399,63766
38021,62353,95545
9536,48618,28732
10434,59295,83520
23549,26411,84516
6072,36857,18101
63816,27207,2823
43542,88658,50064
36488,14220,94233
31140,75581,83126
80605,99431,72367
71074,75224,75522
26219,45631,91858
50839,70999,73822
28056,94688,42204
14178,99212,38245
89967,97540,62990
64905,75791,72450
44637,3540,76701
89693,28137,52792
11406,53091,47077
52056,22999,27732
54783,88704,83451
32057,8209,86270
91175,32566,92113
38141,86676,46997
87298,33740,17889
57810,42645,6040
9224,58406,9112
93812,23766,97077
91210,73184,96072
36663,27894,91348
52799,7540,96059
3939,11299,31251
32043,7079,7680
37050,25969,79301
82978,15427,49175
57897,85631,3446
88756,73637,32730
92512,49757,85361
55308,51834,31961
23725,66831,50532
82744,89537,94758
58748,92588,34399
60728,21792,32921
42416,58588,54238
67312,70864,79687
54677,84448,35350
8712,60976,79491
90735,61435,35879
95622,59262,20
62810,43251,45028
55690,99385,15760
33724,62460,25734
34521,30942,16031
62603,94101,34464
74966,97980,18723
7676,6228,66248
67378,47289,68335
